Policy_ID,Customer_Name,Age,Gender,State,Policy_Type,Annual_Premium,Risk_Score,Tenure_Months,Churned,Claim_Filed,Claim_Amount,Digital_User
POL102586,John Williams,25,Female,TX,Auto,1210.15,47,58,0,1,5163.06,1
POL102587,Nancy Martinez,46,Male,NY,Life,3147.85,35,92,0,0,0,0
POL102588,Joseph Brown,49,Female,PA,Auto,790.94,33,115,1,0,0,1
POL102589,Nancy Brown,55,Male,NC,Home,667.12,48,19,1,1,1321.65,0
POL102590,William Brown,22,Female,TX,Auto,887.67,30,16,0,0,0,1
POL102591,William Brown,64,Male,MI,Home,673.22,56,75,0,0,0,0
POL102592,David Lopez,39,Female,PA,Auto,3035.04,57,106,0,0,0,1
POL102593,James Rodriguez,64,Female,NC,Life,677.15,22,8,0,0,0,1
POL102594,John Lopez,51,Male,TX,Auto,1314.99,12,33,0,1,11285.44,1
POL102595,John Davis,18,Female,MI,Life,811.27,41,74,0,0,0,1
POL102596,Michael Lopez,72,Male,TX,Home,1386.27,44,18,1,0,0,0
POL102597,Michael Martinez,72,Female,FL,Auto,771.68,28,35,1,1,1453.79,1
POL102598,Joseph Smith,43,Male,OH,Home,2504.01,23,43,0,0,0,1
POL102599,Emily Jones,60,Female,CA,Auto,899.98,57,50,1,1,6347.28,0
POL102600,Lisa Jones,27,Male,OH,Life,3055.54,95,3,1,0,0,1
POL102601,Karen Wilson,47,Male,CA,Auto,2951.57,90,104,0,0,0,0
POL102602,William Jones,67,Male,NC,Auto,540.99,77,91,0,0,0,0
POL102603,James Miller,35,Female,NC,Auto,3187.18,54,59,1,0,0,1
POL102604,Nancy Garcia,34,Male,NY,Auto,586.83,28,28,0,0,0,1
POL102605,Jessica Jones,43,Female,NC,Home,1218.94,73,46,1,0,0,1
POL102606,Emily Davis,25,Male,CA,Auto,597.17,75,64,0,0,0,1
POL102607,David Lopez,64,Female,MI,Home,1507.53,88,70,0,0,0,1
POL102608,Robert Martinez,57,Male,NY,Life,2041.6,75,47,1,1,8512.77,0
POL102609,James Martinez,66,Male,IL,Home,2889.93,84,14,1,0,0,0
POL102610,Jane Smith,29,Female,NC,Life,1513.94,54,7,0,0,0,1
POL102611,Robert Lopez,44,Male,TX,Auto,2616.47,96,74,1,0,0,0
POL102612,Nancy Garcia,25,Male,FL,Auto,1062.51,83,79,0,0,0,1
POL102613,Robert Lopez,42,Male,PA,Home,2751.8,76,31,0,0,0,1
POL102614,Lisa Martinez,63,Male,GA,Home,1207.99,78,93,1,1,3784.75,1
POL102615,David Jones,21,Female,CA,Life,930.63,12,106,1,0,0,0
POL102616,William Johnson,50,Male,PA,Life,1056.23,47,118,0,1,7573.41,1
POL102617,Jessica Johnson,18,Female,PA,Auto,1046.19,86,81,1,0,0,1
POL102618,Sarah Jones,36,Female,NC,Life,2038.59,51,51,0,0,0,1
POL102619,William Garcia,48,Male,OH,Life,3034.39,92,29,1,0,0,1
POL102620,Nancy Jones,33,Male,NC,Home,738.82,49,113,1,0,0,0
POL102621,David Lopez,31,Male,OH,Life,2620.87,59,108,0,0,0,0
POL102622,Karen Lopez,70,Male,FL,Life,2463.04,44,15,1,0,0,0
POL102623,David Brown,65,Female,MI,Home,3117.56,33,90,0,0,0,1
POL102624,Michael Rodriguez,22,Female,PA,Life,1232.44,97,76,1,0,0,0
POL102625,Joseph Brown,58,Male,OH,Home,1850.33,26,25,0,0,0,1
POL102626,John Martinez,43,Male,CA,Auto,3277.48,49,61,0,0,0,1
POL102627,James Lopez,45,Male,FL,Life,2479.98,83,41,0,1,31662.25,1
POL102628,Sarah Lopez,19,Male,GA,Auto,1666.31,75,69,1,0,0,0
POL102629,Michael Wilson,67,Male,TX,Life,894.24,53,4,1,1,3737.64,1
POL102630,John Lopez,23,Male,FL,Life,1287.46,32,108,0,0,0,1
POL102631,Jessica Jones,26,Male,NY,Home,2243.65,15,112,0,1,13148.16,1
POL102632,David Miller,50,Female,NC,Home,2654.5,75,105,0,1,9537.66,1
POL102633,James Miller,58,Male,CA,Life,873.27,30,57,0,0,0,0
POL102634,Karen Smith,42,Male,GA,Life,2298.79,44,31,1,0,0,0
POL102635,Lisa Wilson,65,Male,TX,Life,2151.05,38,3,1,1,19018.34,1
POL102636,Lisa Brown,30,Male,CA,Auto,2041.87,16,117,0,0,0,1
POL102637,Sarah Wilson,26,Female,IL,Home,2570.37,62,67,1,1,10711.91,1
POL102638,Karen Brown,70,Male,FL,Home,3012.35,46,90,0,0,0,1
POL102639,William Rodriguez,30,Male,OH,Auto,1468.97,32,50,1,0,0,1
POL102640,William Davis,48,Male,IL,Life,3167.04,17,17,0,0,0,0
POL102641,William Garcia,58,Female,FL,Home,981.9,85,60,1,0,0,1
POL102642,Robert Jones,28,Female,NC,Home,1019.07,57,74,1,0,0,1
POL102643,Nancy Williams,21,Male,CA,Home,1300.32,19,66,0,0,0,1
POL102644,Nancy Lopez,51,Female,FL,Auto,858.59,88,88,1,0,0,0
POL102645,Robert Williams,55,Female,NY,Home,1190.96,33,75,0,0,0,0
POL102646,David Johnson,63,Female,NY,Life,819.24,99,24,1,0,0,1
POL102647,Jessica Williams,21,Male,NY,Auto,2965.26,56,99,0,0,0,1
POL102648,Karen Jones,55,Male,IL,Life,916.91,62,87,0,1,3286.02,0
POL102649,Karen Rodriguez,36,Male,CA,Life,2741.89,48,32,1,0,0,0
POL102650,Joseph Williams,23,Female,FL,Life,643.74,76,87,0,0,0,1
POL102651,William Garcia,51,Male,TX,Auto,3345.56,75,98,1,1,26398.43,0
POL102652,William Johnson,35,Male,CA,Home,2633.48,15,105,0,0,0,0
POL102653,Emily Garcia,30,Male,CA,Auto,520.39,30,19,0,0,0,0
POL102654,Emily Wilson,58,Male,IL,Home,2791.57,82,66,1,0,0,1
POL102655,Nancy Jones,40,Female,GA,Life,2042.25,83,60,1,0,0,0
POL102656,James Garcia,36,Male,CA,Auto,2838.1,45,115,0,0,0,1
POL102657,Sarah Jones,62,Female,OH,Auto,2067.49,12,66,0,0,0,1
POL102658,Lisa Jones,28,Male,PA,Life,2423.07,97,15,1,1,3996.94,0
POL102659,Jessica Johnson,18,Male,OH,Auto,2858.99,95,85,1,0,0,1
POL102660,Jessica Smith,41,Male,NY,Auto,1715.32,87,35,1,0,0,1
POL102661,Nancy Lopez,71,Male,MI,Home,508.12,51,69,0,0,0,0
POL102662,Lisa Martinez,24,Male,IL,Home,3049.84,54,107,0,0,0,1
POL102663,Lisa Johnson,42,Female,PA,Auto,1642.67,53,27,0,0,0,0
POL102664,Jessica Brown,38,Female,OH,Auto,1988.13,42,88,0,0,0,0
POL102665,Robert Johnson,32,Male,PA,Home,523.3,69,7,1,0,0,0
POL102666,Nancy Lopez,18,Female,FL,Life,1976.28,95,6,1,0,0,1
POL102667,James Rodriguez,29,Female,IL,Life,3459.46,92,110,0,0,0,1
POL102668,David Miller,75,Male,OH,Life,1334.8,92,33,0,1,5043.01,0
POL102669,John Williams,24,Female,MI,Home,1686.25,79,58,1,1,7909.96,1
POL102670,Michael Brown,32,Male,MI,Auto,2561.57,92,49,0,0,0,1
POL102671,Sarah Miller,38,Female,GA,Life,2944.38,86,17,1,0,0,0
POL102672,Lisa Davis,36,Male,MI,Auto,1752.17,35,110,1,1,15767.82,1
POL102673,Michael Garcia,46,Male,MI,Auto,1429.01,95,42,1,1,13688.14,1
POL102674,Nancy Wilson,42,Male,NY,Home,3313.48,30,94,0,0,0,1
POL102675,Michael Johnson,50,Male,GA,Home,2531.43,11,72,0,0,0,0
POL102676,Jessica Garcia,66,Female,NY,Auto,857.06,56,40,0,0,0,1
POL102677,William Williams,49,Female,GA,Life,706.78,39,46,1,0,0,0
POL102678,Sarah Lopez,66,Male,PA,Home,1950.65,36,71,1,0,0,0
POL102679,John Smith,52,Female,PA,Home,1160.27,80,70,0,0,0,1
POL102680,Jessica Jones,61,Male,NY,Home,1261.95,29,68,0,0,0,0
POL102681,Emily Williams,55,Female,IL,Life,3133.08,59,1,1,0,0,0
POL102682,Lisa Williams,43,Male,GA,Auto,768.7,32,79,0,0,0,1
POL102683,Jessica Johnson,28,Male,OH,Home,2646.09,22,95,0,0,0,0
POL102684,Michael Martinez,52,Male,NC,Auto,1313.43,90,89,0,1,19938.03,1
POL102685,James Lopez,25,Male,CA,Home,2780.98,13,111,0,1,15814.1,0
POL102686,James Miller,63,Female,OH,Life,2667.23,23,97,0,0,0,1
POL102687,James Davis,31,Female,MI,Auto,522.18,29,52,0,0,0,0
POL102688,James Smith,27,Male,MI,Home,2027.41,22,35,0,0,0,1
POL102689,John Rodriguez,19,Female,PA,Home,917.96,12,119,0,0,0,1
POL102690,Emily Wilson,63,Male,GA,Life,3098.68,99,69,1,0,0,1
POL102691,Sarah Smith,26,Female,NY,Home,3114.76,99,5,1,0,0,1
POL102692,Sarah Rodriguez,20,Female,OH,Auto,1755.04,91,100,1,0,0,0
POL102693,Emily Smith,38,Female,NY,Life,1833.19,87,17,1,1,12732.02,0
POL102694,William Smith,43,Male,GA,Home,1409.85,56,53,0,1,7076.05,1
POL102695,William Wilson,25,Female,CA,Home,2649.82,12,52,1,1,10705.32,1
POL102696,Emily Brown,65,Female,GA,Auto,1575.98,10,14,0,0,0,0
POL102697,Karen Garcia,19,Female,IL,Life,1303.38,99,29,1,1,12487.49,1
POL102698,David Williams,23,Female,NC,Life,1796.69,33,8,1,0,0,1
POL102699,Jane Miller,45,Male,CA,Auto,774.46,44,98,0,0,0,0
POL102700,Robert Martinez,70,Male,CA,Life,2739.81,23,104,0,0,0,0
POL102701,David Williams,46,Male,FL,Home,537.79,76,1,1,0,0,1
POL102702,Jane Smith,43,Male,CA,Home,2433.46,22,29,1,0,0,1
POL102703,David Jones,42,Female,GA,Life,1048.59,56,36,1,0,0,1
POL102704,Jessica Wilson,29,Male,OH,Life,1197.21,59,51,1,0,0,0
POL102705,Robert Martinez,22,Female,PA,Auto,2406.9,87,37,0,0,0,1
POL102706,Robert Garcia,51,Female,FL,Life,3478.83,94,93,0,0,0,1
POL102707,James Lopez,65,Female,MI,Home,2833.15,35,69,0,0,0,0
POL102708,Michael Garcia,54,Male,GA,Auto,1177.52,12,53,1,0,0,0
POL102709,Jessica Garcia,32,Male,NY,Home,1028.07,60,96,1,0,0,1
POL102710,Joseph Brown,61,Female,PA,Auto,3098.7,49,52,0,1,7687.31,0
POL102711,Michael Miller,53,Female,IL,Home,1832.55,77,88,0,1,8144.49,0
POL102712,John Brown,32,Male,NC,Life,911.16,45,83,0,0,0,1
POL102713,Emily Wilson,60,Male,GA,Home,3086.63,60,12,0,0,0,0
POL102714,Michael Brown,65,Female,FL,Home,2948.28,10,52,0,0,0,1
POL102715,Karen Smith,40,Male,MI,Auto,3451.72,42,1,1,0,0,0
POL102716,Lisa Rodriguez,23,Male,OH,Life,3229.23,16,7,0,0,0,1
POL102717,Michael Johnson,63,Female,CA,Auto,3055.37,61,17,1,0,0,0
POL102718,Sarah Wilson,67,Female,NY,Home,657.72,20,98,0,0,0,0
POL102719,William Smith,61,Female,TX,Home,813.25,36,43,1,0,0,1
POL102720,James Lopez,60,Female,MI,Auto,2206.95,23,71,1,1,20176.5,1
POL102721,David Rodriguez,62,Female,NY,Home,2094.44,95,17,0,0,0,1
POL102722,Lisa Smith,38,Female,NC,Home,1873.89,89,59,0,0,0,1
POL102723,Lisa Smith,40,Female,GA,Home,1690.37,55,3,1,1,12925.76,1
POL102724,William Johnson,60,Female,CA,Life,1793.63,85,29,1,0,0,0
POL102725,William Smith,72,Male,NC,Auto,2207.89,19,22,0,1,3857.98,1
POL102726,John Wilson,33,Male,TX,Home,506.23,33,38,0,0,0,1
POL102727,Jane Miller,64,Female,GA,Home,1282.13,70,54,0,0,0,0
POL102728,Jessica Miller,70,Female,IL,Home,2054.84,27,107,0,0,0,0
POL102729,Jane Rodriguez,32,Female,MI,Life,2666.65,95,93,1,1,4523.56,1
POL102730,David Davis,42,Female,OH,Home,1022.47,18,114,0,1,6022.71,1
POL102731,Karen Williams,53,Male,NC,Home,2140.64,26,50,1,1,12022.16,0
POL102732,Emily Wilson,28,Female,NY,Auto,2643.38,67,118,0,0,0,1
POL102733,William Lopez,68,Male,IL,Home,1833.88,22,106,0,0,0,0
POL102734,John Jones,32,Female,MI,Home,581.24,59,69,0,0,0,1
POL102735,James Lopez,21,Male,CA,Auto,1847.8,15,30,0,0,0,1
POL102736,Jane Lopez,38,Male,NC,Auto,1389.33,94,23,1,0,0,1
POL102737,Robert Jones,30,Male,GA,Life,3288.95,60,119,0,1,17317.73,0
POL102738,Lisa Martinez,39,Female,TX,Auto,873.84,45,85,0,0,0,0
POL102739,Karen Williams,36,Male,GA,Life,2457.43,80,90,0,0,0,1
POL102740,James Johnson,51,Male,IL,Auto,658.16,34,118,0,0,0,1
POL102741,Robert Wilson,31,Male,TX,Life,1838.51,20,47,0,1,7482.59,1
POL102742,Lisa Johnson,21,Female,NY,Auto,2161.94,53,21,1,0,0,1
POL102743,David Johnson,65,Female,IL,Life,1393.86,23,20,0,0,0,1
POL102744,Joseph Johnson,70,Male,MI,Home,1865.23,38,23,1,0,0,0
POL102745,Jessica Brown,69,Male,PA,Home,990.66,83,68,0,1,9794.09,0
POL102746,Lisa Brown,63,Male,OH,Auto,1412.37,59,21,1,0,0,1
POL102747,Joseph Jones,44,Female,CA,Auto,2363.32,14,21,0,0,0,1
POL102748,Nancy Rodriguez,46,Female,TX,Home,1405.4,81,1,1,0,0,1
POL102749,Emily Garcia,64,Male,CA,Life,3199.23,78,15,1,0,0,0
POL102750,Karen Miller,45,Female,FL,Life,2385.22,97,17,1,0,0,0
POL102751,David Williams,52,Female,GA,Home,1815.95,66,51,1,0,0,0
POL102752,John Rodriguez,25,Male,GA,Life,616.27,35,63,1,0,0,1
POL102753,Jessica Brown,33,Female,FL,Auto,1998.65,15,14,0,0,0,1
POL102754,Karen Davis,59,Male,NY,Life,2794.33,25,59,0,0,0,0
POL102755,Sarah Brown,53,Male,OH,Life,1296.67,69,83,0,0,0,1
POL102756,John Smith,47,Male,TX,Auto,2920.32,21,50,0,1,11131.95,0
POL102757,William Johnson,35,Male,OH,Auto,1255.42,84,34,1,0,0,1
POL102758,Jane Martinez,19,Male,NY,Auto,2971.24,12,6,1,0,0,1
POL102759,William Davis,66,Male,IL,Auto,755.81,72,109,0,0,0,1
POL102760,Michael Johnson,30,Male,TX,Auto,3098.55,73,49,0,0,0,1
POL102761,Joseph Rodriguez,21,Female,FL,Home,1997.56,71,6,0,0,0,0
POL102762,Jane Wilson,43,Male,PA,Life,1389.61,15,117,0,0,0,1
POL102763,Karen Johnson,42,Female,MI,Home,1295.34,28,118,0,0,0,0
POL102764,David Lopez,47,Female,GA,Auto,1796.03,27,69,0,0,0,0
POL102765,Emily Davis,28,Male,FL,Life,3497.15,89,7,1,0,0,1
POL102766,David Jones,24,Male,GA,Life,1160.98,96,97,0,0,0,0
POL102767,Jessica Smith,48,Male,CA,Auto,809.65,52,77,1,1,4586.94,0
POL102768,Jane Williams,61,Female,CA,Auto,2255.11,82,51,1,0,0,0
POL102769,Nancy Smith,27,Male,TX,Home,1965.63,12,118,1,1,9713.34,1
POL102770,Nancy Jones,56,Male,TX,Home,2072.59,81,1,1,0,0,1
POL102771,Sarah Lopez,30,Male,TX,Life,2500.81,47,13,1,1,7370.19,1
POL102772,Sarah Miller,48,Female,MI,Home,1301.43,77,43,1,0,0,1
POL102773,Karen Johnson,24,Male,MI,Life,3231.99,85,27,1,1,20828.62,1
POL102774,Jane Smith,73,Male,NY,Home,1807.02,53,71,1,0,0,0
POL102775,John Williams,66,Male,GA,Auto,887.26,98,116,1,1,8256.46,0
POL102776,William Lopez,59,Male,GA,Life,2726.9,89,3,0,0,0,1
POL102777,Michael Garcia,59,Male,PA,Life,2429.31,72,58,1,1,21366.7,0
POL102778,Sarah Davis,73,Female,OH,Auto,1447.23,51,89,0,0,0,0
POL102779,Lisa Jones,53,Male,NY,Auto,2364.56,73,97,1,0,0,1
POL102780,Karen Johnson,37,Male,NC,Life,1159.59,63,104,0,0,0,1
POL102781,Sarah Garcia,21,Female,PA,Auto,1834.52,87,17,1,0,0,1
POL102782,Michael Johnson,71,Male,NC,Home,3198.24,86,45,1,1,10208.39,0
POL102783,James Miller,24,Female,CA,Life,900.6,80,78,0,1,8054.18,0
POL102784,Jessica Jones,71,Female,OH,Life,1660.09,85,101,1,0,0,0
POL102785,Nancy Miller,18,Female,GA,Home,2963.43,46,58,1,1,9714.37,1
POL102786,Karen Davis,61,Female,NY,Auto,3408.47,13,56,1,0,0,1
POL102787,Joseph Miller,73,Female,IL,Home,1861.78,11,54,1,1,12707.85,0
POL102788,William Williams,62,Male,OH,Home,2021,53,87,0,0,0,0
POL102789,Jane Williams,59,Female,NC,Life,2216.52,76,88,1,1,4856.14,1
POL102790,Karen Wilson,64,Male,OH,Auto,3297.04,77,29,1,0,0,0
POL102791,John Williams,30,Male,CA,Life,3074.62,85,102,1,1,55239.5,1
POL102792,Jane Miller,72,Male,CA,Auto,1011.8,92,54,1,0,0,1
POL102793,Lisa Davis,39,Male,CA,Auto,1810.27,83,27,0,0,0,1
POL102794,Joseph Martinez,71,Male,IL,Auto,1892,71,102,0,1,3666.23,0
POL102795,William Davis,38,Male,PA,Life,2867.29,10,117,1,0,0,0
POL102796,Michael Martinez,39,Male,GA,Auto,2308.68,26,104,0,0,0,0
POL102797,James Garcia,45,Female,OH,Auto,2462.66,25,45,0,0,0,1
POL102798,Lisa Smith,26,Female,NC,Home,3494.6,18,114,1,0,0,1
POL102799,Nancy Lopez,43,Female,FL,Home,724.88,62,87,0,0,0,1
POL102800,Nancy Wilson,26,Female,TX,Life,1169.03,82,31,1,0,0,1
POL102801,Michael Davis,32,Female,CA,Home,1723.69,68,36,1,1,10716.21,1
POL102802,Jessica Johnson,27,Male,NY,Auto,1543.35,18,81,0,0,0,1
POL102803,James Davis,41,Female,TX,Auto,564.94,21,61,1,0,0,1
POL102804,John Johnson,75,Male,CA,Auto,775.33,50,37,0,1,6301.53,0
POL102805,David Lopez,74,Female,MI,Home,2542.86,24,67,0,0,0,0
POL102806,Sarah Smith,59,Male,TX,Life,3137.97,75,36,1,0,0,0
POL102807,Karen Lopez,25,Female,FL,Auto,2042.68,84,119,0,0,0,0
POL102808,Robert Wilson,41,Male,GA,Auto,2117.57,20,5,0,1,5279.3,0
POL102809,Lisa Wilson,33,Male,NC,Home,1265.28,17,46,0,0,0,0
POL102810,Lisa Brown,66,Female,PA,Auto,2803.63,64,79,1,1,13844.56,1
POL102811,William Garcia,43,Male,NC,Home,2755.38,15,52,0,0,0,0
POL102812,Robert Rodriguez,44,Male,IL,Auto,2265.1,62,49,0,0,0,0
POL102813,Karen Wilson,54,Female,GA,Life,1137.99,29,6,0,0,0,1
POL102814,Lisa Johnson,21,Male,CA,Auto,791.05,48,10,1,1,1468.64,1
POL102815,James Lopez,67,Male,TX,Home,692.72,81,118,1,0,0,0
POL102816,Karen Brown,41,Female,MI,Life,2278.09,43,96,1,0,0,0
POL102817,Jessica Garcia,36,Female,OH,Life,2975.11,66,23,1,0,0,1
POL102818,William Lopez,53,Female,CA,Life,3074.99,28,112,1,0,0,1
POL102819,William Miller,56,Female,NC,Life,1890.87,80,17,0,0,0,0
POL102820,Michael Rodriguez,27,Female,NY,Home,2852.81,40,110,0,0,0,1
POL102821,Lisa Smith,42,Male,FL,Home,3340.64,91,84,1,0,0,1
POL102822,John Lopez,35,Male,FL,Life,1325.51,49,44,1,0,0,1
POL102823,Michael Rodriguez,36,Female,TX,Life,1693.88,23,41,1,1,12371.08,1
POL102824,Nancy Davis,53,Female,IL,Home,3294.44,90,15,1,1,13551.09,1
POL102825,Nancy Davis,27,Male,TX,Auto,1514.69,46,44,1,0,0,0
POL102826,Nancy Williams,50,Female,OH,Home,3241.63,53,110,1,0,0,1
POL102827,Jane Davis,72,Male,NY,Home,3443.13,18,58,0,0,0,0
POL102828,Sarah Brown,67,Male,PA,Auto,2485.43,67,86,0,0,0,0
POL102829,Sarah Jones,22,Male,NY,Home,2950.67,29,50,0,0,0,1
POL102830,John Rodriguez,64,Female,NC,Auto,2748.64,59,52,0,0,0,1
POL102831,Emily Rodriguez,66,Female,NY,Home,2598.6,29,70,0,0,0,0
POL102832,William Miller,52,Male,CA,Life,1420.79,45,68,0,0,0,0
POL102833,James Brown,61,Male,NC,Auto,671.28,36,63,0,0,0,0
POL102834,Jane Davis,51,Female,IL,Auto,1529.16,81,58,0,1,19129.36,1
POL102835,Jessica Martinez,50,Male,MI,Home,2500.81,41,23,0,1,23578.2,1
POL102836,Jessica Johnson,72,Male,NC,Life,807.59,10,44,1,0,0,0
POL102837,Nancy Davis,38,Male,NY,Life,535.75,26,109,0,0,0,1
POL102838,Jessica Garcia,34,Male,IL,Auto,919.08,18,83,0,0,0,1
POL102839,Jane Davis,39,Male,TX,Home,2647.21,93,118,1,1,10853.02,0
POL102840,Karen Lopez,65,Female,PA,Life,3418.38,54,109,0,0,0,0
POL102841,John Johnson,54,Male,FL,Life,3449.19,75,95,0,1,6599.45,1
POL102842,James Miller,32,Male,GA,Life,1981.94,41,44,0,0,0,0
POL102843,John Rodriguez,52,Male,FL,Life,3108.06,54,52,0,0,0,0
POL102844,Robert Smith,45,Male,FL,Home,2710.48,18,67,0,0,0,1
POL102845,Nancy Johnson,24,Female,GA,Life,2003.12,39,28,0,0,0,0
POL102846,Joseph Martinez,49,Male,GA,Auto,2218.28,93,67,1,0,0,0
POL102847,Lisa Lopez,28,Male,GA,Auto,911.68,47,78,1,0,0,0
POL102848,David Rodriguez,27,Female,FL,Life,3312.98,69,18,1,1,23995.37,1
POL102849,Robert Brown,26,Male,CA,Auto,1555.79,10,27,0,1,12739.04,1
POL102850,William Lopez,31,Male,TX,Auto,1838.45,14,51,1,1,17726.12,1
POL102851,Jessica Garcia,30,Female,OH,Auto,2514.98,72,60,1,0,0,0
POL102852,Sarah Smith,74,Male,NC,Home,1501.71,45,74,0,1,4266.82,0
POL102853,Nancy Brown,42,Female,NC,Home,1262.78,74,49,1,1,6103.25,1
POL102854,Nancy Davis,19,Male,CA,Life,2393.15,87,15,1,0,0,1
POL102855,Sarah Rodriguez,52,Female,TX,Life,574.95,82,83,0,0,0,0
POL102856,Joseph Martinez,24,Female,TX,Auto,2662.18,33,73,1,1,23094.93,1
POL102857,Lisa Davis,38,Female,NC,Home,2042.07,13,68,1,0,0,1
POL102858,Karen Lopez,35,Male,TX,Life,2317.26,87,15,1,0,0,1
POL102859,Sarah Wilson,20,Female,CA,Auto,2395.64,98,51,1,0,0,1
POL102860,Jessica Johnson,59,Female,GA,Auto,2081.15,77,48,1,0,0,0
POL102861,Jane Lopez,71,Female,NC,Life,2247.6,34,72,0,0,0,0
POL102862,Emily Smith,56,Male,CA,Life,2551.36,83,113,1,0,0,1
POL102863,Sarah Garcia,58,Male,MI,Auto,2759.36,16,117,0,1,23063.85,1
POL102864,Nancy Lopez,66,Female,TX,Auto,2682.36,22,1,0,0,0,0
POL102865,Joseph Jones,28,Female,FL,Home,3108.85,77,7,1,0,0,1
POL102866,Robert Rodriguez,56,Male,OH,Home,1068.33,52,53,0,1,7276.14,0
POL102867,Sarah Wilson,41,Male,PA,Auto,1703.44,66,31,1,0,0,1
POL102868,Jane Smith,63,Male,FL,Auto,3343.39,45,18,1,0,0,0
POL102869,Michael Davis,36,Female,IL,Auto,1689.77,23,12,0,0,0,0
POL102870,Michael Wilson,21,Female,OH,Home,874.61,91,48,1,1,6628.9,1
POL102871,Karen Wilson,43,Male,NY,Auto,2076.34,81,30,1,0,0,1
POL102872,James Johnson,55,Female,OH,Life,828.47,36,97,0,0,0,0
POL102873,David Martinez,59,Male,NY,Life,1108.56,46,111,0,0,0,0
POL102874,Emily Brown,49,Male,PA,Life,3494.96,96,7,1,0,0,0
POL102875,Jane Miller,56,Female,OH,Home,2124.09,80,92,0,0,0,1
POL102876,Emily Davis,62,Male,NY,Auto,1352.18,85,113,1,1,5292.84,1
POL102877,Nancy Brown,63,Male,FL,Auto,3484.32,34,3,0,0,0,0
POL102878,Karen Garcia,53,Male,PA,Life,3399.68,76,107,1,0,0,0
POL102879,Jane Miller,57,Male,OH,Home,1822.22,99,63,1,0,0,0
POL102880,John Lopez,54,Male,GA,Life,1281.21,13,6,0,0,0,0
POL102881,Nancy Lopez,50,Male,MI,Life,3015.2,88,95,1,1,7700.9,1
POL102882,Lisa Johnson,53,Female,FL,Auto,2646.86,83,102,1,0,0,0
POL102883,Joseph Davis,20,Female,TX,Auto,2560.82,94,15,1,0,0,1
POL102884,Jessica Lopez,26,Male,GA,Life,3179.34,25,71,0,0,0,1
POL102885,Lisa Rodriguez,25,Female,MI,Home,2568.25,28,43,1,1,23976.56,1
POL102886,Michael Davis,50,Female,NC,Life,1351.39,38,94,1,1,4013.52,1
POL102887,John Rodriguez,23,Female,OH,Life,2581.59,60,91,0,1,16443.53,1
POL102888,Karen Smith,58,Female,TX,Auto,1417.44,27,81,0,1,9166.57,0
POL102889,Robert Miller,56,Male,FL,Life,2777.72,67,119,0,0,0,0
POL102890,Nancy Martinez,21,Female,MI,Home,2359.24,53,18,0,1,10950.76,1
POL102891,Jessica Rodriguez,30,Male,NC,Home,732.23,25,22,1,1,3292.4,0
POL102892,Joseph Williams,66,Male,IL,Auto,2038.51,74,61,1,0,0,0
POL102893,Karen Martinez,19,Male,GA,Home,1529.9,11,61,0,0,0,1
POL102894,Michael Wilson,22,Male,CA,Life,1485.71,65,53,0,1,10671.86,1
POL102895,Nancy Williams,61,Female,OH,Life,2306.77,88,26,1,0,0,0
POL102896,Jane Miller,44,Male,MI,Home,1466.97,37,115,0,0,0,0
POL102897,William Martinez,49,Male,NY,Auto,2830.68,74,91,1,1,13588.77,1
POL102898,Lisa Garcia,38,Male,OH,Auto,712.37,14,40,0,0,0,1
POL102899,Robert Miller,25,Female,CA,Home,2481.16,31,88,0,1,9102.09,1
POL102900,James Martinez,55,Male,NC,Home,2927.58,22,116,1,1,14323.53,1
POL102901,Karen Brown,25,Female,CA,Auto,2518.5,74,8,1,0,0,1
POL102902,David Miller,67,Male,TX,Auto,1991.69,25,21,0,0,0,0
POL102903,Sarah Jones,20,Female,NY,Auto,3350.92,95,93,0,1,28030.87,1
POL102904,Jessica Williams,71,Female,PA,Home,1399.82,73,43,1,0,0,1
POL102905,Michael Miller,61,Male,IL,Home,557.5,41,21,0,0,0,0
POL102906,Lisa Wilson,75,Female,OH,Life,1795.97,89,3,1,0,0,0
POL102907,Karen Rodriguez,20,Male,IL,Life,599.04,60,31,1,0,0,0
POL102908,David Wilson,39,Male,GA,Auto,3361.81,88,119,0,0,0,1
POL102909,Robert Garcia,23,Female,PA,Life,1129.75,67,27,1,0,0,1
POL102910,Karen Wilson,19,Female,IL,Auto,2866.78,55,110,0,0,0,1
POL102911,Robert Lopez,40,Female,NC,Home,2823.72,61,27,1,0,0,1
POL102912,Emily Brown,61,Male,MI,Life,1153.19,72,73,1,0,0,0
POL102913,Emily Martinez,19,Male,PA,Home,2363.68,85,57,1,1,22963.31,0
POL102914,Karen Jones,55,Male,IL,Life,644.24,69,97,0,0,0,0
POL102915,William Garcia,34,Female,GA,Auto,1950.72,74,33,1,0,0,0
POL102916,William Williams,52,Female,NC,Auto,543.94,90,90,0,1,3756.22,1
POL102917,Karen Lopez,51,Female,GA,Life,3263.43,64,92,1,0,0,1
POL102918,Michael Rodriguez,40,Female,OH,Home,3428.26,66,44,1,0,0,0
POL102919,Robert Wilson,47,Female,MI,Life,1166.85,80,43,1,1,9507.33,1
POL102920,William Garcia,69,Male,NC,Home,1124.32,82,31,0,1,6778.54,0
POL102921,Karen Johnson,25,Male,MI,Home,2761.16,95,117,1,1,18806.25,0
